s/n,Rand 1,Rand 2,Date,Item,House Collection/ Self Pickup,Organisation,Bin Location
288,0.506046898,0.098220105,27/05/2022,Carton Box,Self Disposal,Salvation Army,NA
289,0.979369551,0.230833783,20/04/2022,CD,Self Disposal,Tidy,NA
290,0.125297079,0.976682811,16/03/2022,Detergent Bottle,House Collection,NA,COUNTRYSIDE VIEW
291,0.370079247,0.350713209,17/03/2022,Beer Bottle,House Collection,Alba E-waste Smart Recycling,NA
292,0.650009769,0.702962239,01/02/2022,Instant Noodles,Self Disposal,NA,LORONG 101 CHANGI
293,0.582307073,0.551052037,11/06/2022,Gift Wrapping Paper,Self Disposal,NA,REDHILL CLOSE
294,0.999653768,0.852843911,12/05/2022,Flyer,Self Disposal,NA,BINJAI WALK
295,0.902236913,0.579329482,16/04/2022,Paper Towel Roll,House Collection,NA,BELILIOS ROAD
296,0.310542165,0.613739203,14/06/2022,Paint Container,Self Disposal,NA,GHIM MOH LINK
297,0.098538529,0.326492402,01/01/2022,Detergent Bottle,House Collection,Alba E-waste Smart Recycling,NA
298,0.646755989,0.892861423,19/06/2022,Pens,House Collection,NA,TUAS VIEW PLACE
299,0.079435157,0.717979314,21/05/2022,Bodywash Bottle,Self Disposal,NA,DUNBAR WALK
300,0.97488101,0.858376557,15/04/2022,Windows,House Collection,NA,SUNSET CLOSE
301,0.430833632,0.449608714,21/03/2022,Biscuit Tin,House Collection,PWC-Sembwaste,NA
302,0.642365801,0.541212822,28/02/2022,Glass Plate,House Collection,NA,FABER DRIVE
303,0.462904349,0.154975007,18/05/2022,Canned Food Can,House Collection,Ezi,NA
304,0.878127101,0.878065008,19/03/2022,Glass Drink Bottle,House Collection,NA,BENOI ROAD
305,0.497310644,0.255698464,09/02/2022,Canned Food Can,Self Disposal,Tidy,NA
306,0.043360499,0.257231338,02/03/2022,Aerosol Can,Self Disposal,Tidy,NA
307,0.877691929,0.530707778,03/03/2022,Canned Food Can,Self Disposal,NA,PULAU BUSING
308,0.262691486,0.950087555,10/01/2022,Glass Medicine Bottle,House Collection,NA,ADMIRALTY LANE
309,0.840008788,0.83835431,21/02/2022,Bubble Wrap,House Collection,NA,SOO CHOW DRIVE
310,0.44512709,0.588275386,23/04/2022,Biscuit Tin,Self Disposal,NA,OXLEY RISE
311,0.608951671,0.069824008,03/02/2022,Reusable Bags,House Collection,Passiton.org,NA
312,0.518770388,0.653589338,22/05/2022,Detergent Bottle,House Collection,NA,KEMPAS ROAD
313,0.699313111,0.408016613,13/02/2022,Jam Bottle,House Collection,PWC-Alba-WH,NA
314,0.083545105,0.421375551,30/05/2022,Bodywash Bottle,House Collection,PWC-Sembwaste,NA
315,0.558731751,0.835969165,25/04/2022,Facial Cleanser Bottle,House Collection,NA,WINDSOR PARK ROAD
316,0.680316304,0.667719278,16/02/2022,Plastic Takeaway Container,House Collection,NA,JALAN SIKUDANGAN
317,0.146398983,0.995308552,20/03/2022,Facial Cleanser Bottle,House Collection,NA,DEDAP PLACE
318,0.148049164,0.278379589,13/05/2022,Facial Cleanser Bottle,Self Disposal,Alba,NA
319,0.678568842,0.495892594,27/02/2022,Beer Bottle,Self Disposal,PWC-800 Super,NA
320,0.16957427,0.339554306,25/03/2022,Facial Cleanser Bottle,House Collection,Alba E-waste Smart Recycling,NA
321,0.069302961,0.312345296,24/04/2022,Bodywash Bottle,Self Disposal,Alba,NA
322,0.801046188,0.694280414,19/06/2022,Gift Wrapping Paper,House Collection,NA,KAKI BUKIT AVENUE 6
323,0.803331115,0.436670365,26/04/2022,Plastic Film Packaging,House Collection,PWC-Sembwaste,NA
324,0.164126755,0.997332121,23/02/2022,Facial Cleanser Bottle,Self Disposal,NA,PUNGGOL FIELD WALK
325,0.957018694,0.169112781,21/05/2022,Biscuit Tin,House Collection,Ezi,NA
326,0.200563818,0.43556194,06/04/2022,Glass Cosmetic Bottle,House Collection,PWC-Sembwaste,NA
327,0.966148927,0.269391348,19/01/2022,Toys,Self Disposal,Tidy,NA
328,0.900284522,0.710804896,18/05/2022,Flyer,Self Disposal,NA,SANDY LANE
329,0.017884757,0.427236009,02/03/2022,Aerosol Can,House Collection,PWC-Sembwaste,NA
330,0.269305095,0.63809239,06/05/2022,Glass Medicine Bottle,House Collection,NA,ANDREW ROAD
331,0.288177938,0.28533024,22/02/2022,Paint Container,Self Disposal,Alba,NA
332,0.519041616,0.780891672,04/06/2022,Glass Cosmetic Bottle,House Collection,NA,HOUGANG STREET 52
333,0.961131467,0.319424784,06/03/2022,Namecard,House Collection,Alba E-waste Smart Recycling,NA
334,0.681539233,0.438548749,13/04/2022,Flyer,House Collection,PWC-Sembwaste,NA
335,0.79506881,0.460564669,02/05/2022,Potato Chip Bag,Self Disposal,PWC-800 Super,NA
336,0.443144018,0.152564851,20/06/2022,Biscuit Tin,House Collection,Ezi,NA
337,0.533633326,0.606895975,23/05/2022,Printer Ink Cartridge,House Collection,NA,DUCHESS AVENUE
338,0.232727287,0.575023835,25/06/2022,Glass Medicine Bottle,House Collection,NA,OWEN ROAD
339,0.691190675,0.033731044,02/02/2022,Desktop Monitors,House Collection,Greensquare,NA
340,0.798083659,0.881337965,12/05/2022,Biscuit Tin,Self Disposal,NA,PIONEER ROAD
341,0.934006135,0.327741259,01/06/2022,Paper Towel,House Collection,Alba E-waste Smart Recycling,NA
342,0.935719283,0.378538977,13/01/2022,Coffee Capsules,House Collection,PWC-Alba-WH,NA
343,0.355170365,0.266307376,27/02/2022,Shampoo Bottle,Self Disposal,Tidy,NA
344,0.721920202,0.479570342,22/03/2022,Glass Plate,Self Disposal,PWC-800 Super,NA
345,0.523986798,0.434767512,08/02/2022,Paper Bag,House Collection,PWC-Sembwaste,NA
346,0.606280821,0.291717421,12/05/2022,Sandals,Self Disposal,Alba,NA
347,0.193442225,0.966867255,18/06/2022,Glass Cosmetic Bottle,House Collection,NA,JALAN SENDUDOK
348,0.047841927,0.863789625,15/05/2022,Bodywash Bottle,House Collection,NA,JURONG EAST STREET 21
349,0.444837239,0.744974667,17/05/2022,Biscuit Tin,House Collection,NA,EASTWOOD GREEN
350,0.678851831,0.556562617,07/01/2022,Canned Food Can,House Collection,NA,CHAY YAN STREET
351,0.528461504,0.744510668,06/02/2022,High Chairs,Self Disposal,NA,EASTWOOD WAY
352,0.089034542,0.251714522,23/03/2022,Bodywash Bottle,Self Disposal,Tidy,NA
353,0.808848863,0.273490017,03/03/2022,Canned Food/Drinks,Self Disposal,Alba,NA
354,0.300763244,0.333536147,30/05/2022,Paint Container,House Collection,Alba E-waste Smart Recycling,NA
355,0.443816903,0.635075803,03/06/2022,Biscuit Tin,House Collection,NA,LEYDEN HILL
356,0.458055891,0.451393086,14/02/2022,Canned Food Can,House Collection,PWC-Sembwaste,NA
357,0.238133178,0.059244236,18/06/2022,Glass Medicine Bottle,House Collection,Passiton.org,NA
358,0.143166745,0.454120928,15/04/2022,Facial Cleanser Bottle,House Collection,PWC-Sembwaste,NA
359,0.302061857,0.659090553,09/01/2022,Paint Container,House Collection,NA,KALLANG WAY 5
360,0.531055428,0.317808635,08/04/2022,Chairs,Self Disposal,Alba,NA
361,0.980747014,0.774673749,03/04/2022,Magazine Wrapper,Self Disposal,NA,TAMPINES AVENUE 5
362,0.223606421,0.175903789,10/05/2022,Glass Cosmetic Bottle,House Collection,Ezi,NA
363,0.457063879,0.485791954,17/05/2022,Canned Food Can,Self Disposal,PWC-800 Super,NA
364,0.424286516,0.418802556,20/05/2022,Biscuit Tin,House Collection,PWC-Sembwaste,NA
365,0.252382911,0.38608791,16/01/2022,Glass Medicine Bottle,House Collection,PWC-Alba-WH,NA
366,0.974178437,0.789533971,23/02/2022,Pyrex Glass,House Collection,NA,LORONG 6 REALTY PARK
367,0.792303098,0.890289354,18/01/2022,Long Fluorescent Tubes,House Collection,NA,TUAS SOUTH DRIVE
368,0.978601791,0.225731275,10/02/2022,Sauce Bottle,House Collection,Gee Hoe Seng Pte Ltd,NA
369,0.993072899,0.462058166,11/03/2022,Melamine,Self Disposal,PWC-800 Super,NA
370,0.383222144,0.982864574,06/01/2022,Beer Bottle,House Collection,NA,MAIDA VALE
371,0.227465242,0.95905458,05/03/2022,Glass Medicine Bottle,House Collection,NA,JALAN BASONG
372,0.360829026,0.20153691,25/01/2022,Shampoo Bottle,House Collection,Gee Hoe Seng Pte Ltd,NA
373,0.493919728,0.518402317,02/05/2022,Canned Food Can,Self Disposal,NA,KEPPEL BAY VIEW
374,0.589590978,0.448686488,14/02/2022,Pants,House Collection,PWC-Sembwaste,NA
375,0.302488004,0.417637717,22/05/2022,Paint Container,House Collection,PWC-Sembwaste,NA
376,0.73849163,0.598493724,17/01/2022,Canned Food Can,Self Disposal,NA,NASSIM ROAD
377,0.126644749,0.592737696,06/03/2022,Detergent Bottle,House Collection,NA,ZION CLOSE
378,0.566934187,0.184004289,12/01/2022,Markers,House Collection,Gee Hoe Seng Pte Ltd,NA
379,0.397703564,0.875276851,09/03/2022,Beer Bottle,Self Disposal,NA,BUROH STREET
380,0.193356281,0.25107441,08/01/2022,Glass Cosmetic Bottle,Self Disposal,Tidy,NA
381,0.455521677,0.47671071,19/05/2022,Canned Food Can,Self Disposal,PWC-800 Super,NA
382,0.3908177,0.295551459,26/06/2022,Beer Bottle,Self Disposal,Alba,NA
383,0.167194896,0.874466066,12/05/2022,Facial Cleanser Bottle,Self Disposal,NA,SAKRA AVENUE
384,0.40947882,0.682047908,17/03/2022,Biscuit Tin,Self Disposal,NA,LORONG 28 GEYLANG
385,0.887864615,0.209916688,04/02/2022,Shirts,House Collection,Gee Hoe Seng Pte Ltd,NA
386,0.521184985,0.701784277,24/06/2022,Plastic Takeaway Container,House Collection,NA,LORONG G TELOK KURAU
387,0.564135706,0.64581404,02/02/2022,Paper Receipt,Self Disposal,NA,LORONG 2 TOA PAYOH
388,0.251262588,0.681631947,05/04/2022,Glass Medicine Bottle,Self Disposal,NA,LORONG 36 GEYLANG
389,0.745886437,0.720624373,07/02/2022,Markers,Self Disposal,NA,SWAN LAKE AVENUE
390,0.299396052,0.70344672,15/01/2022,Paint Container,House Collection,NA,KURAU PLACE
391,0.759385577,0.025782745,08/04/2022,Packet Drink,House Collection,Greensquare,NA
392,0.893811401,0.529065516,02/06/2022,Mirror,Self Disposal,NA,SPRINGWOOD WALK
393,0.556783818,0.884477888,23/05/2022,Styrofoam,House Collection,NA,GUL CRESCENT
394,0.32265808,0.243074295,30/04/2022,Shampoo Bottle,Self Disposal,Tidy,NA
395,0.327813636,0.465887524,31/01/2022,Shampoo Bottle,Self Disposal,PWC-800 Super,NA
396,0.240599605,0.561789859,14/03/2022,Glass Medicine Bottle,House Collection,NA,FORT CANNING ROAD
397,0.741792867,0.285992544,22/01/2022,Glass Plate,Self Disposal,Alba,NA
398,0.435205947,0.384767146,02/01/2022,Biscuit Tin,House Collection,PWC-Alba-WH,NA
399,0.496608347,0.051754354,21/04/2022,Canned Food Can,House Collection,Passiton.org,NA
400,0.928104161,0.549705366,21/02/2022,Canned Food/Drinks,House Collection,NA,DAWSON ROAD
401,0.767633309,0.966780162,02/05/2022,Belts,House Collection,NA,JALAN SERENGAM
402,0.849560694,0.758703543,29/04/2022,Bedsheets,House Collection,NA,TOH CLOSE
403,0.78958937,0.800605646,20/05/2022,Sofas,Self Disposal,NA,HILLSIDE DRIVE
404,0.691875066,0.520202554,16/05/2022,Routers,House Collection,NA,TANJONG BEACH WALK
405,0.373137807,0.032696938,10/01/2022,Beer Bottle,House Collection,Greensquare,NA
406,0.852358888,0.871343206,04/03/2022,Electric Mobility Scooters,House Collection,NA,JALAN TERUSAN
407,0.353206566,0.395846705,08/01/2022,Shampoo Bottle,House Collection,PWC-Alba-WH,NA
408,0.544176646,0.459800443,27/01/2022,Paper Receipt,Self Disposal,PWC-800 Super,NA
409,0.952432977,0.004198221,10/01/2022,Washing Machines,House Collection,Greensquare,NA
410,0.701639737,0.786875555,19/06/2022,Gift Wrapping Paper,House Collection,NA,SURIN LANE
411,0.537188985,0.416761665,17/06/2022,Video Tape,House Collection,PWC-Sembwaste,NA
412,0.362941044,0.124822143,07/03/2022,Shampoo Bottle,Self Disposal,Salvation Army,NA
413,0.623010719,0.507340646,22/06/2022,Metal Bottle Cap,Self Disposal,NA,UPPER CIRCULAR ROAD
414,0.855609243,0.544209521,20/02/2022,Windows,House Collection,NA,BIOPOLIS DRIVE
415,0.482140851,0.678695433,01/06/2022,Canned Food Can,House Collection,NA,DAKOTA CRESCENT
416,0.741762873,0.091638467,09/05/2022,Glass Plate,Self Disposal,Salvation Army,NA
417,0.209675187,0.172571118,17/06/2022,Glass Cosmetic Bottle,House Collection,Ezi,NA
418,0.375645267,0.199000164,23/06/2022,Beer Bottle,House Collection,Gee Hoe Seng Pte Ltd,NA
419,0.504714476,0.756858524,06/03/2022,Plastic Bag,House Collection,NA,JALAN NOORDIN
420,0.495558078,0.17978137,13/01/2022,Canned Food Can,House Collection,Ezi,NA
421,0.09909555,0.132173784,25/03/2022,Detergent Bottle,Self Disposal,Salvation Army,NA
422,0.182276634,0.00352888,03/06/2022,Glass Cosmetic Bottle,House Collection,Greensquare,NA
423,0.771111574,0.206590113,06/04/2022,Network Hubs,House Collection,Gee Hoe Seng Pte Ltd,NA
424,0.71787299,0.118002297,19/02/2022,Glass Cosmetic Bottle,Self Disposal,Salvation Army,NA
425,0.036845146,0.735320451,20/04/2022,Aerosol Can,Self Disposal,NA,KEW AVENUE
426,0.250866142,0.01892386,29/01/2022,Glass Medicine Bottle,House Collection,Greensquare,NA
427,0.524733293,0.908569766,18/05/2022,Plastic Clothes Hanger,House Collection,NA,BUKIT BATOK STREET 31
428,0.450044582,0.125300304,18/04/2022,Biscuit Tin,Self Disposal,Salvation Army,NA
429,0.705295101,0.585111607,05/06/2022,Ovens,House Collection,NA,CAIRNHILL CIRCLE
430,0.468809161,0.561289002,07/02/2022,Canned Food Can,House Collection,NA,LEWIN TERRACE
431,0.715011326,0.973505593,16/02/2022,Paper Cup,Self Disposal,NA,SPRINGLEAF HEIGHT
432,0.463141753,0.436789659,28/06/2022,Canned Food Can,House Collection,PWC-Sembwaste,NA
433,0.885115088,0.166613553,23/05/2022,Pencils,House Collection,Ezi,NA
434,0.670640148,0.490252477,07/01/2022,Bedsheets,Self Disposal,PWC-800 Super,NA
435,0.783433237,0.697711375,06/02/2022,Plastic Film Packaging,House Collection,NA,FOO KIM LIN ROAD
436,0.188825163,0.141200622,29/04/2022,Glass Cosmetic Bottle,House Collection,Ezi,NA
437,0.736201063,0.472112539,01/04/2022,Wax Paper,Self Disposal,PWC-800 Super,NA
438,0.501974548,0.680490051,24/05/2022,Bubble Wrap,Self Disposal,NA,STADIUM ROAD
439,0.648910076,0.786954576,21/01/2022,Watches,House Collection,NA,SURIN LANE
440,0.023820712,0.702293689,07/01/2022,Aerosol Can,House Collection,NA,LORONG 108 CHANGI
441,0.887630518,0.001784958,09/01/2022,Blouses,House Collection,Greensquare,NA
442,0.70912471,0.934877913,10/06/2022,Shorts,Self Disposal,NA,MANDAI LAKE ROAD
443,0.856319778,0.857155735,30/04/2022,Contact Lens Blister,Self Disposal,NA,SUNSET VIEW
444,0.582593123,0.174647703,29/06/2022,Glass Cup,House Collection,Ezi,NA
445,0.135549956,0.540715845,20/01/2022,Detergent Bottle,House Collection,NA,FABER PARK
446,0.288236342,0.571770768,10/01/2022,Paint Container,House Collection,NA,MADRAS STREET
447,0.030673511,0.263678397,12/02/2022,Aerosol Can,Self Disposal,Tidy,NA
448,0.436814027,0.944315557,18/01/2022,Biscuit Tin,Self Disposal,NA,WOODGROVE WALK
449,0.417327891,0.206377418,26/06/2022,Biscuit Tin,House Collection,Gee Hoe Seng Pte Ltd,NA
450,0.610837426,0.509742601,08/01/2022,Tables,House Collection,NA,MCCALLUM STREET
451,0.520070132,0.885235392,13/01/2022,Food Jar,House Collection,NA,FAN YOONG ROAD
452,0.082850861,0.441258691,28/06/2022,Bodywash Bottle,House Collection,PWC-Sembwaste,NA
453,0.803238065,0.271492188,19/02/2022,Plastic Egg Tray,Self Disposal,Tidy,NA
454,0.156651617,0.930776545,14/01/2022,Facial Cleanser Bottle,Self Disposal,NA,LIM CHU KANG LANE 2
455,0.930266865,0.133699183,18/06/2022,Network Hubs,Self Disposal,Salvation Army,NA
456,0.278453027,0.456387671,01/04/2022,Paint Container,Self Disposal,PWC-800 Super,NA
457,0.503407354,0.60806922,09/02/2022,Magazine,House Collection,NA,QUEEN ASTRID GARDENS
458,0.639063349,0.966345276,29/01/2022,Canned Food Can,Self Disposal,NA,JALAN ULU SELETAR
459,0.914560112,0.402786844,17/01/2022,Styrofoam,House Collection,PWC-Alba-WH,NA
460,0.998514389,0.521671694,16/06/2022,Sauce Bottle,Self Disposal,NA,LARKHILL ROAD
461,0.419735544,0.680147339,29/05/2022,Biscuit Tin,Self Disposal,NA,STADIUM CRESCENT
462,0.832310214,0.628091968,28/03/2022,Clothes Dryers,House Collection,NA,PINE WALK
463,0.912151767,0.635420054,07/06/2022,Personal Mobility Devices,House Collection,NA,JOAN ROAD
464,0.454582891,0.542856111,01/06/2022,Canned Food Can,Self Disposal,NA,BIOPOLIS STREET
465,0.293555176,0.035892106,29/03/2022,Paint Container,House Collection,Greensquare,NA
466,0.983594176,0.077453078,01/01/2022,Irons,House Collection,Passiton.org,NA
467,0.23316497,0.338607297,12/06/2022,Glass Medicine Bottle,House Collection,Alba E-waste Smart Recycling,NA
468,0.740828184,0.911916453,16/02/2022,CD,Self Disposal,NA,BUKIT BATOK WEST AVENUE 3
469,0.19737458,0.907529149,15/03/2022,Glass Cosmetic Bottle,Self Disposal,NA,BUKIT BATOK STREET 21
470,0.805020306,0.745200131,18/02/2022,Toasters,Self Disposal,NA,EASTWOOD WALK
471,0.08574505,0.302087654,08/01/2022,Bodywash Bottle,Self Disposal,Alba,NA
472,0.440790593,0.21974475,30/06/2022,Biscuit Tin,House Collection,Gee Hoe Seng Pte Ltd,NA
473,0.892988807,0.827133664,06/06/2022,Cassette Tape,House Collection,NA,ANG MO KIO STREET 51
474,0.834777165,0.533136337,13/05/2022,Potato Chip Bag,House Collection,NA,KENT RIDGE DRIVE
475,0.540956685,0.945395118,21/03/2022,Plastic Food Bottle,House Collection,NA,WOODLANDS INDUSTRIAL PARK D STREET 1
476,0.379053796,0.44763813,25/03/2022,Beer Bottle,House Collection,PWC-Sembwaste,NA
477,0.200731452,0.223592824,23/05/2022,Glass Cosmetic Bottle,House Collection,Gee Hoe Seng Pte Ltd,NA
478,0.653024254,0.227308174,27/05/2022,Light Bulbs,Self Disposal,Tidy,NA
479,0.611939042,0.348872819,05/02/2022,Modems,House Collection,Alba E-waste Smart Recycling,NA
480,0.833113397,0.370946601,21/03/2022,Washing Machines,House Collection,PWC-Alba-WH,NA
481,0.026828247,0.765169386,22/04/2022,Aerosol Can,House Collection,NA,PASIR RIS DRIVE 10
482,0.428999775,0.604272565,07/02/2022,Biscuit Tin,House Collection,NA,FARRER DRIVE
483,0.524144844,0.710538259,14/04/2022,Paper Envelope With Window,Self Disposal,NA,SERAYA ROAD
484,0.588415282,0.520624402,01/04/2022,Toys,House Collection,NA,SERAPONG COURSE ROAD
485,0.3198009,0.151751184,06/03/2022,Shampoo Bottle,House Collection,Ezi,NA
486,0.429087654,0.885252795,20/02/2022,Biscuit Tin,House Collection,NA,FAN YOONG ROAD
487,0.907376662,0.468227369,20/02/2022,Watches,Self Disposal,PWC-800 Super,NA
488,0.822024485,0.071194549,02/01/2022,Newspaper,House Collection,Passiton.org,NA
489,0.002047207,0.472799378,05/04/2022,Aerosol Can,Self Disposal,PWC-800 Super,NA
490,0.231859404,0.255813124,09/04/2022,Glass Medicine Bottle,Self Disposal,Tidy,NA
491,0.660663531,0.58265206,26/01/2022,Wine Bottle,Self Disposal,NA,KAMPONG JAVA ROAD
492,0.57684993,0.013080251,01/01/2022,Toilet Paper,House Collection,Greensquare,NA
493,0.920903002,0.44224874,24/04/2022,Magazine,House Collection,PWC-Sembwaste,NA
494,0.237976544,0.04108304,05/03/2022,Glass Medicine Bottle,House Collection,Greensquare,NA
495,0.045655954,0.280506963,24/04/2022,Bodywash Bottle,Self Disposal,Alba,NA
496,0.227685998,0.502177835,05/05/2022,Glass Medicine Bottle,Self Disposal,NA,TEMASEK BOULEVARD
497,0.187407675,0.270368446,04/06/2022,Glass Cosmetic Bottle,Self Disposal,Tidy,NA
498,0.580486902,0.284327581,08/03/2022,Packet Drink,Self Disposal,Alba,NA
499,0.961400594,0.088837255,28/02/2022,Paper Envelope,House Collection,Passiton.org,NA
500,0.372674349,0.980231016,05/05/2022,Beer Bottle,Self Disposal,NA,GERALD CRESCENT
501,0.176260283,0.25604237,09/01/2022,Facial Cleanser Bottle,Self Disposal,Tidy,NA
502,0.838129763,0.866177675,01/06/2022,Food Jar,House Collection,NA,TANJONG PENJURU
503,0.468517739,0.640888909,03/02/2022,Canned Food Can,Self Disposal,NA,MINBU ROAD
504,0.948692734,0.66376083,14/03/2022,Sofas,Self Disposal,NA,MATLOCK RISE
505,0.222568135,0.167237095,12/05/2022,Glass Cosmetic Bottle,House Collection,Ezi,NA
506,0.81951278,0.326628965,05/01/2022,Plastic Takeaway Container,House Collection,Alba E-waste Smart Recycling,NA
507,0.541763654,0.409779959,04/03/2022,Bubble Wrap,House Collection,PWC-Sembwaste,NA
508,0.590309059,0.456527422,17/05/2022,Instant Noodles,Self Disposal,PWC-800 Super,NA
509,0.918752424,0.170248369,29/01/2022,Plastic Food Bottle,House Collection,Ezi,NA
510,0.41797773,0.228972499,02/06/2022,Biscuit Tin,Self Disposal,Tidy,NA
511,0.214032839,0.927865397,25/05/2022,Glass Cosmetic Bottle,House Collection,NA,MUSLIM CEMETERY PATH 17
512,0.246845415,0.484636538,14/02/2022,Glass Medicine Bottle,Self Disposal,PWC-800 Super,NA
513,0.71498761,0.700434849,24/02/2022,Paper Cup,House Collection,NA,RAMBUTAN ROAD
514,0.861692119,0.726588114,04/02/2022,Namecard,House Collection,NA,HACIENDA GROVE
515,0.442926157,0.61808092,21/03/2022,Biscuit Tin,House Collection,NA,MING TECK PARK
516,0.996309944,0.361612562,25/01/2022,Glass Medicine Bottle,House Collection,Alba E-waste Smart Recycling,NA
517,0.641710048,0.230652884,19/03/2022,Egg Tray,Self Disposal,Tidy,NA
518,0.078615616,0.331932852,30/06/2022,Bodywash Bottle,House Collection,Alba E-waste Smart Recycling,NA
519,0.789166343,0.449913257,13/01/2022,Instant Noodles,House Collection,PWC-Sembwaste,NA
520,0.348766979,0.159354728,20/05/2022,Shampoo Bottle,House Collection,Ezi,NA
521,0.906631325,0.058692719,27/05/2022,Walkers,House Collection,Passiton.org,NA
